,Player,Team,Pos,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
75,Ta'Lon Cooper,SOCAR,SG,9,32.2,9.1,3.0,6.0,0.5,1.6,3.1,0.5,1.6,2.1,0.737,0.8,3.1,3.9,5.0,0.6,0.1,1.0,1.7
76,Isaiah Gray,COR,SG,9,22.2,9.1,3.3,5.3,0.625,0.1,0.6,0.2,2.3,3.6,0.656,1.1,3.2,4.3,3.3,0.7,0.0,1.8,1.8
77,DaJion Humphrey,BGSU,SG,9,28.0,9.1,2.8,6.8,0.41,2.1,5.1,0.413,1.4,2.0,0.722,0.1,2.3,2.4,1.7,0.4,0.2,1.4,2.2
78,Cam Crawford,MARSH,SG,9,20.7,9.1,3.4,9.4,0.365,1.0,3.4,0.29,1.2,1.7,0.733,1.0,2.2,3.2,2.3,1.0,0.2,2.1,1.4
79,Jamal Shead,U of H,SG,10,25.9,9.1,3.7,8.7,0.425,0.9,2.8,0.321,0.8,1.3,0.615,1.0,3.0,4.0,6.2,2.6,0.2,2.2,2.0
80,Blaise Threatt,WEBER,SG,9,22.1,9.0,3.8,6.7,0.567,0.4,1.3,0.333,1.0,1.2,0.818,1.1,2.1,3.2,2.8,1.2,0.0,1.1,1.1
81,Collin Moore,GCU,SG,9,27.6,9.0,3.0,7.4,0.403,1.1,3.0,0.37,1.9,2.3,0.81,0.9,3.2,4.1,2.1,2.0,0.6,2.3,2.8
82,Dylan Dawson,TXST,SG,9,30.3,9.0,2.6,8.6,0.299,1.4,5.7,0.255,2.4,3.3,0.733,0.1,2.2,2.3,1.4,0.8,0.1,2.1,2.4
83,Kyrone Alexander,BSTN,SG,11,24.4,8.9,2.6,6.8,0.387,1.2,3.5,0.342,2.5,3.8,0.643,0.9,3.4,4.3,1.3,0.9,0.5,0.9,1.8
84,Erik Pratt,UWM,SG,10,17.5,8.9,3.2,7.9,0.405,1.5,4.5,0.333,1.0,1.4,0.714,0.4,1.5,1.9,0.7,0.4,0.0,0.4,1.0
85,"Carl Daughtery, Jr.",UCA,SG,10,18.0,8.9,3.2,8.9,0.36,1.0,3.1,0.323,1.5,1.8,0.833,1.0,1.9,2.9,0.2,0.9,0.2,1.0,1.8
86,Milos Uzan,OKLA,SG,9,30.1,8.9,3.6,9.4,0.376,1.0,3.8,0.265,0.8,1.0,0.778,0.2,3.8,4.0,4.1,1.6,0.4,1.9,1.4
87,Javohn Garcia,MCNST,SG,9,27.2,8.9,3.3,8.6,0.39,1.1,2.8,0.4,1.1,1.9,0.588,0.6,3.2,3.8,1.2,1.2,0.1,0.3,2.1
88,Justin Webster,UNLV,SG,8,33.3,8.9,3.3,8.5,0.382,1.9,6.0,0.313,0.5,0.6,0.8,0.0,2.0,2.0,1.3,0.5,0.1,0.6,0.6
89,Jordan Tillmon,USI,SG,7,23.9,8.9,3.4,9.7,0.353,1.0,3.1,0.318,1.0,1.3,0.778,0.6,2.4,3.0,0.9,0.6,0.1,2.0,2.0
90,August Mahoney,YALE,SG,12,25.3,8.8,2.8,6.6,0.418,1.8,4.3,0.412,1.6,1.8,0.864,0.3,2.1,2.4,1.6,0.3,0.0,0.8,2.7
91,Ethan Okwuosa,BSTN,SG,11,24.4,8.8,3.5,7.6,0.452,1.0,2.6,0.379,0.9,1.5,0.625,0.7,4.3,5.0,1.9,0.9,0.2,0.8,1.5
92,Daniel Sofield,UCA,SG,10,24.9,8.8,2.9,7.7,0.377,2.0,5.3,0.377,1.0,1.6,0.625,0.2,2.0,2.2,2.0,0.4,0.3,1.3,1.6
93,Bensley Joseph,UMFL,SG,9,29.7,8.8,3.0,6.3,0.474,1.4,3.1,0.464,1.3,1.6,0.857,0.2,2.2,2.4,3.1,1.9,0.9,1.9,2.2
94,Trey Galloway,IU,SG,9,31.8,8.8,3.4,7.8,0.443,0.3,2.4,0.136,1.6,2.8,0.56,0.7,1.4,2.1,3.1,0.7,0.2,1.3,1.4
95,Chris Austin,UP,SG,11,25.6,8.7,3.5,7.3,0.488,0.7,2.6,0.276,0.9,1.0,0.909,1.4,0.7,2.1,1.4,0.9,0.1,1.5,2.3
96,Javaunte Hawkins,FIU,SG,11,19.6,8.7,2.9,7.5,0.386,2.2,5.8,0.375,0.7,1.0,0.727,0.3,1.8,2.1,1.1,0.5,0.1,1.6,1.5
97,Yuri Covington,UML,SG,10,24.9,8.7,2.7,6.3,0.429,1.5,4.2,0.357,1.8,2.2,0.818,1.5,3.7,5.2,0.6,1.3,0.1,1.3,1.9
98,Mike Evbagharu,SIENA,SG,9,25.6,8.7,3.4,7.8,0.443,0.4,1.2,0.364,1.3,2.7,0.5,2.4,4.1,6.6,1.9,0.4,0.4,2.9,2.3
99,Mekhi Gray,NJIT,SG,9,30.9,8.7,2.4,7.9,0.31,1.0,3.4,0.29,2.8,3.9,0.714,0.6,2.9,3.4,2.1,1.1,0.8,2.8,2.9
0,Rahmir Moore,WAGNR,SG,3,30.3,8.7,3.0,8.3,0.36,0.3,1.7,0.2,2.3,2.7,0.875,0.3,2.7,3.0,2.0,1.0,0.3,2.7,1.0
1,Samuel Tabe,USA,SG,8,18.0,8.6,3.4,6.0,0.563,0.0,0.3,0.0,1.9,2.8,0.682,1.6,2.0,3.6,0.8,0.6,0.0,0.9,1.8
2,Madison Durr,CTDL,SG,10,30.0,8.6,2.9,6.9,0.42,0.6,2.0,0.3,2.2,2.4,0.917,0.3,3.1,3.4,3.3,0.9,0.3,1.9,1.5
3,Latrell Jossell,SFA,SG,10,24.7,8.6,3.0,7.7,0.39,1.8,4.6,0.391,0.8,0.9,0.889,0.3,1.0,1.3,1.5,0.8,0.2,2.0,2.7
4,"Silas Demary, Jr.",UGA,SG,9,26.2,8.6,2.8,6.9,0.403,0.6,2.3,0.238,2.4,3.9,0.629,0.3,4.6,4.9,2.2,1.4,0.1,2.0,3.0
5,Derek Simpson,RUTG,SG,9,22.8,8.6,2.4,7.0,0.349,0.7,1.4,0.462,3.0,3.6,0.844,0.3,1.8,2.1,2.4,1.2,0.1,1.9,1.3
6,Jaeden Marshall,OMAHA,SG,11,19.5,8.5,2.5,6.9,0.355,1.1,4.0,0.273,2.5,3.1,0.824,0.6,1.4,2.0,0.6,0.4,0.0,0.8,1.2
7,Paul Mulcahy,UWASH,SG,8,31.0,8.5,2.6,5.6,0.467,0.9,2.0,0.438,2.4,3.0,0.792,1.0,3.6,4.6,5.4,1.0,0.4,2.8,2.3
8,Blake Barker,USMA,SG,10,24.4,8.5,3.1,7.9,0.392,1.8,5.4,0.333,0.5,0.7,0.714,0.7,2.2,2.9,1.2,0.8,0.1,0.7,0.7
9,Deebo Coleman,GT,SG,8,24.0,8.4,2.8,6.8,0.407,1.6,4.5,0.361,1.3,2.0,0.625,0.9,1.9,2.8,0.9,0.5,0.4,0.3,1.8
10,Jesiah West,WIU,SG,11,25.2,8.4,3.7,7.8,0.477,0.1,1.4,0.067,0.8,1.8,0.45,2.1,3.1,5.2,1.4,0.7,0.9,1.7,2.7
11,Tre Breland,CCSU,SG,9,21.4,8.3,3.0,5.2,0.574,1.3,2.7,0.5,1.0,1.3,0.75,1.3,2.3,3.7,0.4,0.7,0.2,0.4,1.3
12,Jadrian Tracey,OREG,SG,9,21.9,8.3,2.9,6.8,0.426,1.1,2.4,0.455,1.4,1.9,0.765,0.9,3.4,4.3,0.9,1.0,0.0,1.2,2.2
13,Elijah Jamison,UWM,SG,11,22.5,8.3,3.3,8.2,0.4,0.6,2.2,0.292,1.1,1.5,0.706,0.5,2.0,2.5,1.8,1.0,0.1,2.2,2.3
14,Josiah Strong,COLST,SG,8,26.8,8.3,3.0,6.6,0.453,0.8,3.5,0.214,1.5,2.0,0.75,0.5,2.4,2.9,2.1,0.4,0.0,0.9,1.5
15,Tre Donaldson,AUB,SG,9,18.2,8.2,3.2,5.9,0.547,1.0,2.4,0.409,0.8,0.9,0.875,0.6,1.9,2.4,3.2,0.6,0.0,1.6,1.4
16,Jamahri Harvey,PRSBY,SG,9,22.2,8.2,2.4,6.1,0.4,1.0,3.7,0.273,2.3,3.3,0.7,0.2,2.2,2.4,1.4,0.4,0.2,0.3,2.3
17,DeShawn Harris-Smith,UMD,SG,10,29.4,8.2,2.8,7.5,0.373,0.5,2.6,0.192,2.1,4.0,0.525,1.7,3.1,4.8,2.8,1.6,0.3,2.0,2.4
18,Jeremiah Quigley,IONA,SG,10,23.9,8.2,2.4,6.4,0.375,0.5,1.1,0.455,2.9,3.2,0.906,0.5,2.8,3.3,3.2,0.8,0.0,1.9,1.7
19,Tyreese Watson,ULM,SG,8,16.6,8.1,3.0,7.0,0.429,0.6,2.3,0.278,1.5,1.9,0.8,0.8,0.9,1.6,0.9,1.0,0.0,0.9,1.8
20,Trent Brown,SOILL,SG,9,32.4,8.1,2.6,5.2,0.489,2.4,4.6,0.537,0.6,0.7,0.833,0.4,1.7,2.1,2.2,0.6,0.2,0.6,1.2
21,Austin Patterson,CSUS,SG,9,23.3,8.1,2.7,6.6,0.407,2.0,5.1,0.391,0.8,0.9,0.875,0.3,2.4,2.8,1.6,0.7,0.1,1.2,1.0
22,J.J. Howard,UTRGV,SG,10,20.5,8.1,2.5,6.5,0.385,0.3,2.0,0.15,2.8,3.9,0.718,0.8,1.0,1.8,1.2,0.9,0.1,0.8,2.2
23,Donovan Newby,UNCW,SG,9,23.8,8.0,2.1,4.3,0.487,1.2,3.1,0.393,2.6,3.0,0.852,0.1,1.9,2.0,2.0,0.6,0.0,0.7,1.0
24,Denver Jones,AUB,SG,9,20.8,8.0,2.3,5.9,0.396,1.2,3.3,0.367,2.1,2.3,0.905,0.3,2.3,2.7,2.0,0.4,0.0,1.0,0.8
25,Mekhi Cooper,MIAMI,SG,8,23.4,8.0,2.3,4.3,0.529,1.0,1.9,0.533,2.5,3.9,0.645,0.5,2.3,2.8,2.8,0.8,0.0,2.0,1.3
26,Kyle Hayman,SFA,SG,10,18.4,8.0,3.1,6.5,0.477,0.9,2.0,0.45,0.9,1.5,0.6,1.1,2.5,3.6,1.0,1.7,0.0,2.3,2.0
27,C.J. Fredrick,CINCY,SG,9,23.6,8.0,2.6,5.4,0.469,2.1,4.2,0.5,0.8,1.1,0.7,0.4,1.0,1.4,1.1,0.3,0.1,0.3,1.3
28,Dylan Williamson,TOWS,SG,10,26.9,8.0,3.1,9.2,0.337,1.1,4.5,0.244,0.7,0.9,0.778,0.4,1.1,1.5,3.6,1.3,0.0,1.9,1.5
29,Aidan Carpenter,HEART,SG,11,21.5,8.0,3.3,7.6,0.429,0.6,2.1,0.304,0.8,1.1,0.75,0.1,1.3,1.4,1.0,1.1,0.3,1.0,1.4
30,Kanye Jones,BUFF,SG,9,17.1,8.0,2.1,6.8,0.311,0.3,2.0,0.167,3.4,4.6,0.756,0.6,2.2,2.8,0.9,0.3,0.1,0.8,0.9
31,Damian Dunn,U of H,SG,10,19.8,8.0,2.7,7.6,0.355,0.7,2.5,0.28,1.9,3.2,0.594,1.1,1.0,2.1,0.3,0.9,0.1,0.7,1.4
32,Quinton Mincey,UML,SG,10,20.4,7.9,2.7,5.8,0.466,0.6,2.6,0.231,1.9,2.6,0.731,1.5,4.5,6.0,1.0,0.4,0.5,1.0,0.9
33,"Jemarl Baker, Jr.",UNM,SG,10,21.8,7.9,2.7,5.4,0.5,1.9,4.3,0.442,0.6,0.7,0.857,0.1,1.8,1.9,1.8,0.5,0.1,0.4,1.8
34,Nicolas Louis-Jacques,COLGT,SG,10,22.6,7.9,2.9,6.6,0.439,1.5,4.4,0.341,0.6,0.9,0.667,0.0,1.5,1.5,0.5,0.5,0.3,1.3,1.2
35,Karon Boyd,ETSU,SG,9,31.3,7.9,2.8,6.7,0.417,0.6,2.4,0.227,1.8,3.3,0.533,2.4,3.7,6.1,1.1,0.7,0.1,1.4,2.3
36,"Damon Nicholas, Jr.",SHSU,SG,11,25.0,7.8,2.9,7.8,0.372,0.7,2.1,0.348,1.3,1.9,0.667,2.4,3.7,6.1,1.4,1.7,0.5,1.0,2.0
37,DeAndre Craig,DEN,SG,11,22.4,7.8,2.6,6.7,0.392,0.7,1.8,0.4,1.8,3.4,0.541,0.6,2.9,3.5,1.9,1.5,0.0,1.2,1.6
38,Kenny Noland,COM,SG,11,18.9,7.8,2.9,5.8,0.5,1.3,3.5,0.359,0.7,1.0,0.727,0.4,1.8,2.2,1.5,1.1,0.0,1.5,1.0
39,Gyasi Powell,JAC,SG,10,26.1,7.8,2.7,8.8,0.307,1.4,4.5,0.311,1.0,1.1,0.909,0.1,1.6,1.7,2.0,1.0,0.0,1.4,1.3
40,Allen Powell,RIDER,SG,9,30.3,7.8,3.0,10.7,0.281,0.9,5.6,0.16,0.9,1.3,0.667,0.7,0.9,1.6,2.4,1.3,0.0,0.4,1.6
41,Braeden Shrewsberry,ND,SG,9,27.3,7.8,2.9,8.3,0.347,1.9,6.4,0.293,0.1,0.2,0.5,0.1,2.0,2.1,1.0,0.4,0.0,1.0,0.8
42,Jaden Clayton,MAINE,SG,12,31.7,7.8,2.8,7.8,0.366,0.6,2.4,0.241,1.5,1.8,0.857,0.6,1.9,2.5,4.3,1.7,0.3,2.3,2.1
43,Jalen Lake,COLST,SG,7,24.3,7.7,2.4,6.3,0.386,1.3,3.7,0.346,1.6,1.9,0.846,0.0,2.0,2.0,1.7,0.6,0.1,0.6,1.6
44,JaVaughn Hannah,WMY,SG,7,19.6,7.7,2.7,6.9,0.396,1.1,3.0,0.381,1.1,1.9,0.615,1.0,2.1,3.1,1.4,0.3,0.4,1.3,1.0
45,Alex Huibregtse,WRST,SG,10,29.0,7.7,3.1,6.7,0.463,1.0,3.6,0.278,0.5,0.9,0.556,0.2,4.2,4.4,1.5,0.8,0.4,1.4,2.4
46,Mike Williams III,LSU,SG,10,22.5,7.7,2.7,6.0,0.45,0.7,2.4,0.292,1.6,2.0,0.8,0.3,1.5,1.8,1.9,1.9,0.2,1.6,2.6
47,Jarius Cook,JAC,SG,10,24.2,7.7,2.3,6.6,0.348,1.7,5.2,0.327,1.4,1.5,0.933,0.3,2.1,2.4,0.7,0.4,0.1,0.8,2.4
48,Jaren Johnson,DART,SG,9,28.7,7.7,2.2,6.4,0.345,0.3,2.4,0.136,2.9,3.6,0.813,0.4,5.8,6.2,2.2,0.6,0.4,1.1,1.9
49,C.J. Noland,UNT,SG,9,22.6,7.7,2.6,6.4,0.397,1.0,2.6,0.391,1.6,2.2,0.7,0.3,1.9,2.2,1.6,1.2,0.3,2.0,2.1
50,K.T. Raimey,DEP,SG,9,16.3,7.7,2.6,5.9,0.434,1.9,4.6,0.415,0.7,0.9,0.75,0.2,2.2,2.4,0.6,0.3,0.4,1.6,1.6
51,Coltie Young,JKSN,SG,9,26.7,7.7,2.6,8.3,0.307,1.6,6.1,0.255,1.0,1.3,0.75,0.8,3.3,4.1,0.8,0.3,0.2,1.2,1.7
52,Devin Hines,LAFAY,SG,11,24.5,7.6,2.9,9.0,0.323,1.2,4.3,0.277,0.6,1.2,0.538,0.5,3.6,4.1,1.5,0.8,0.0,1.5,1.3
53,Max Klesmit,UWISC,SG,10,26.2,7.6,2.4,5.9,0.407,1.3,3.9,0.333,1.5,1.6,0.938,0.1,1.4,1.5,0.8,0.9,0.0,1.1,2.0
54,Kyle Duke,NC A&T,SG,9,22.0,7.6,2.4,6.6,0.373,0.4,2.1,0.211,2.2,2.6,0.87,0.7,2.0,2.7,1.3,0.2,0.3,1.2,1.7
55,Savion Gallion,ULM,SG,8,18.1,7.5,2.5,5.4,0.465,1.0,2.9,0.348,1.5,1.9,0.8,0.5,2.6,3.1,1.3,1.3,0.0,1.1,1.9
56,Pierce Bazil,HCU,SG,8,29.1,7.5,2.9,9.1,0.315,0.3,3.1,0.08,1.5,3.0,0.5,0.8,1.9,2.6,1.6,1.4,0.0,2.5,1.0
57,Baraka Okojie,GMU,SG,9,21.3,7.4,1.8,4.7,0.381,0.6,1.9,0.294,3.3,4.6,0.732,0.4,2.3,2.8,2.0,0.7,0.1,1.8,1.9
58,"Charles Lane, Jr.",PVAMU,SG,9,17.4,7.4,2.1,6.3,0.333,1.1,3.1,0.357,2.1,2.1,1.0,0.2,2.6,2.8,0.7,0.6,0.0,1.3,0.9
59,Jonathan Cisse,TEXSO,SG,7,26.1,7.4,2.6,9.0,0.286,1.0,3.1,0.318,1.3,1.9,0.692,0.7,1.3,2.0,2.4,0.9,0.0,1.4,0.6
60,Santiago Vescovi,TENN,SG,10,26.6,7.4,2.2,5.7,0.386,1.2,4.0,0.3,1.8,2.2,0.818,1.2,3.1,4.3,2.5,1.3,0.0,1.0,3.1
61,Davonte Davis,ARK,SG,10,31.2,7.4,2.7,7.7,0.351,0.7,3.0,0.233,1.3,2.0,0.65,1.1,3.7,4.8,2.6,0.6,0.0,1.1,2.3
62,Myles Tate,APPST,SG,10,19.9,7.4,2.2,6.5,0.338,1.1,3.8,0.289,1.9,2.5,0.76,0.4,2.3,2.7,2.9,0.9,0.2,1.3,2.0
63,Moe Odum,PACI,SG,11,28.1,7.4,2.5,7.5,0.341,1.4,4.6,0.294,0.9,1.5,0.588,0.5,1.7,2.3,4.3,1.0,0.1,2.1,1.9
64,Jalen Gaffney,FAU,SG,10,28.1,7.3,2.5,4.8,0.521,1.0,1.8,0.556,1.3,1.3,1.0,1.0,2.9,3.9,3.8,0.6,0.0,1.1,0.8
65,Fats Billups III,VCU,SG,10,17.5,7.3,2.4,5.9,0.407,1.3,3.6,0.361,1.2,1.5,0.8,0.5,1.0,1.5,0.7,0.8,0.5,1.1,1.2
66,Isaiah Brickner,MRST,SG,7,28.7,7.3,2.7,6.7,0.404,0.6,2.0,0.286,1.3,2.1,0.6,0.9,4.9,5.7,3.7,1.1,0.7,2.7,1.9
67,Jacob Johnson,MTSU,SG,11,30.0,7.3,2.3,4.8,0.472,0.1,0.3,0.333,2.6,3.5,0.763,1.5,2.4,3.9,0.9,0.6,0.5,0.9,1.7
68,Trey Tennyson,TCU,SG,8,18.0,7.3,2.8,5.9,0.468,1.3,2.9,0.435,0.5,0.6,0.8,0.3,1.3,1.5,1.6,0.4,0.3,1.4,1.1
69,T.J. Small,USMA,SG,8,21.6,7.3,2.4,7.0,0.339,1.5,4.9,0.308,1.0,1.3,0.8,0.4,1.5,1.9,1.3,1.0,0.1,1.5,2.1
70,"Lamar Oden, Jr.",DREX,SG,10,28.5,7.2,2.7,7.0,0.386,0.9,3.3,0.273,0.9,1.1,0.818,1.3,4.8,6.1,1.1,0.5,0.1,1.1,1.9
71,Ryan Sabol,BUFF,SG,10,27.4,7.2,2.1,7.3,0.288,1.7,5.1,0.333,1.3,1.5,0.867,0.5,0.7,1.2,2.1,0.3,0.0,1.6,1.0
72,Keiveon Hunt,JKSN,SG,7,18.7,7.1,2.6,6.4,0.4,0.4,2.3,0.188,1.6,2.6,0.611,0.4,1.3,1.7,1.3,2.0,0.0,2.4,2.4
73,Sam Hines,USOFL,SG,8,16.0,7.1,2.3,4.3,0.529,0.3,0.9,0.286,2.4,3.3,0.731,2.0,2.0,4.0,1.4,0.9,0.0,1.5,2.4
74,Austin Inge,USNA,SG,8,24.6,7.1,2.3,7.0,0.321,0.5,2.4,0.211,2.1,2.8,0.773,0.3,1.5,1.8,2.0,1.3,0.1,0.6,1.9
75,Jayden Brewer,FIU,SG,11,15.9,7.1,2.8,6.0,0.47,0.2,1.4,0.133,1.3,2.6,0.483,1.1,1.5,2.6,0.5,0.8,0.3,1.3,1.1
76,K'mani Doughty,UVU,SG,10,17.3,7.0,2.3,5.1,0.451,0.6,2.7,0.222,1.8,2.2,0.818,0.4,1.5,1.9,1.0,0.4,0.5,0.9,2.5
77,Tony Toney,UAB,SG,10,20.2,7.0,2.5,6.1,0.41,0.5,2.2,0.227,1.5,2.5,0.6,0.6,1.7,2.3,1.1,0.6,0.2,1.1,1.4
78,Jahari Williamson,VAL,SG,8,16.6,7.0,2.3,6.4,0.353,1.4,3.6,0.379,1.1,1.4,0.818,0.4,1.6,2.0,1.3,0.6,0.0,0.6,1.3
79,Blue Cain,UGA,SG,9,17.9,7.0,2.7,6.8,0.393,1.6,4.6,0.341,0.1,0.4,0.25,0.4,1.7,2.1,0.6,0.4,0.4,1.2,1.6
80,Zavian McLean,COM,SG,11,18.4,6.9,2.6,4.9,0.537,0.2,1.0,0.182,1.5,1.7,0.842,0.5,1.6,2.2,2.2,0.7,0.1,0.6,1.5
81,D.Q. Cole,OAKL,SG,11,20.6,6.9,2.7,6.0,0.455,1.1,3.1,0.353,0.4,0.6,0.571,1.0,2.5,3.5,1.2,1.2,0.2,1.4,1.8
82,Cameron Sparrrow,COPST,SG,11,28.8,6.9,2.5,6.1,0.418,0.6,2.5,0.259,1.2,1.5,0.813,1.2,2.2,3.4,0.7,1.3,0.2,1.2,2.0
83,Dylan Addae-Wusu,SETON,SG,10,27.4,6.9,2.3,6.6,0.348,0.8,3.1,0.258,1.5,2.3,0.652,1.2,3.3,4.5,2.1,1.9,0.3,1.6,2.0
84,Jace Carter,TAMU,SG,10,21.3,6.9,2.2,6.4,0.344,0.9,3.9,0.231,1.6,2.3,0.696,1.5,2.1,3.6,0.5,0.6,0.2,0.5,1.3
85,R.J. Johnson,KENN,SG,10,18.1,6.9,2.9,6.2,0.468,0.6,2.0,0.3,0.5,1.3,0.385,0.6,1.6,2.2,2.4,0.7,0.2,1.8,3.0
86,Tyson Commander,L-MD,SG,9,23.0,6.9,2.8,6.8,0.41,0.6,2.1,0.263,0.8,1.2,0.636,0.9,2.2,3.1,1.4,0.6,0.2,1.6,1.1
87,Te'Jon Sawyer,MONT,SG,9,15.2,6.9,2.9,5.8,0.5,0.1,1.1,0.1,1.0,1.3,0.75,1.2,2.0,3.2,0.9,0.2,0.3,1.2,2.4
88,Tyler Brelsford,BRYNT,SG,12,21.8,6.8,2.2,4.8,0.448,1.0,2.9,0.343,1.5,1.8,0.818,0.2,1.7,1.8,1.3,0.8,0.1,0.8,0.9
89,Trent Middleton,BLLST,SG,10,18.6,6.8,2.0,4.4,0.455,0.5,1.5,0.333,2.3,3.0,0.767,0.7,1.8,2.5,1.9,0.6,0.1,1.1,1.4
90,Hunter Woods,PORTL,SG,10,19.7,6.8,2.4,6.8,0.353,0.7,3.6,0.194,1.3,2.0,0.65,1.4,2.8,4.2,1.5,0.6,0.3,1.1,2.2
91,Joryam Saizonou,UNCG,SG,9,22.0,6.8,2.6,6.3,0.404,0.9,2.4,0.364,0.8,1.2,0.636,0.1,2.9,3.0,1.3,0.4,0.0,1.7,1.4
92,K.J. Lewis,ARZ,SG,8,18.6,6.8,2.4,4.3,0.559,0.4,1.4,0.273,1.6,2.0,0.813,1.0,3.0,4.0,2.3,1.1,0.8,0.8,2.9
93,Leo DeBruhl,UCD,SG,8,22.4,6.8,2.1,4.9,0.436,0.6,2.1,0.294,1.9,2.6,0.714,0.6,1.5,2.1,2.6,1.1,0.1,2.3,3.3
94,Luke Bumbalough,NIAG,SG,8,27.4,6.8,2.6,7.4,0.356,1.3,4.3,0.294,0.3,0.3,1.0,0.0,1.9,1.9,2.1,0.3,0.0,1.3,1.3
95,Raheem Solomon,HEART,SG,11,22.0,6.7,2.1,6.5,0.324,0.9,3.1,0.294,1.6,2.0,0.818,0.5,1.8,2.3,0.7,0.8,0.5,1.8,2.2
96,C.J. Wilcher,UNL,SG,10,17.2,6.7,2.3,5.0,0.46,1.1,3.2,0.344,1.0,1.2,0.833,0.7,1.0,1.7,1.1,0.2,0.3,0.4,1.0
97,D'Avian Houston,LONG,SG,10,22.1,6.7,2.0,4.6,0.435,1.3,3.2,0.406,1.4,2.1,0.667,0.4,1.3,1.7,2.2,0.9,0.1,1.2,2.6
98,Solomon Ball,UConn,SG,10,25.1,6.7,2.4,6.8,0.353,1.1,4.2,0.262,0.8,1.1,0.727,0.8,1.7,2.5,0.8,0.3,0.1,0.5,1.3
99,Dontae Horne,TXST,SG,9,18.9,6.7,2.1,5.9,0.358,0.8,2.4,0.318,1.7,2.7,0.625,0.8,2.2,3.0,1.8,0.9,0.0,1.2,2.0
0,Dai Dai Ames,KSU,SG,9,25.2,6.7,2.0,6.8,0.295,0.9,3.1,0.286,1.8,2.3,0.762,0.6,0.6,1.1,3.3,1.1,0.0,2.1,1.6
1,Chris Kuzemka,L-MD,SG,9,21.6,6.7,2.2,5.1,0.435,1.2,3.3,0.367,1.0,1.1,0.9,0.2,1.2,1.4,1.4,0.7,0.0,1.6,1.9
2,Josh Reaves,MSMU,SG,9,30.1,6.7,2.4,7.7,0.319,1.6,5.1,0.304,0.2,0.2,1.0,0.1,2.2,2.3,1.6,0.3,0.1,2.1,1.3
3,Antrell Charlton,FORD,SG,10,27.4,6.6,2.5,6.2,0.403,1.0,2.7,0.37,0.6,1.4,0.429,1.5,2.9,4.4,3.2,1.8,0.1,1.5,1.8
4,Xavier Brown,JMU,SG,9,17.8,6.6,1.9,4.8,0.395,0.9,2.6,0.348,1.9,2.7,0.708,0.1,2.2,2.3,2.1,1.0,0.3,0.7,1.9
5,John Buggs III,UNT,SG,9,30.3,6.6,2.2,5.3,0.417,1.6,4.2,0.368,0.6,0.6,1.0,0.6,2.3,2.9,0.8,0.4,0.1,0.4,1.8
6,Foster Wonders,UWGB,SG,9,20.2,6.6,2.1,6.3,0.333,1.8,5.0,0.356,0.6,0.6,1.0,0.2,1.3,1.6,0.6,0.0,0.1,0.3,1.1
7,Hakim Hart,VILL,SG,11,21.0,6.5,2.1,4.5,0.46,1.0,2.6,0.379,1.4,1.5,0.882,1.0,3.0,4.0,1.0,0.5,0.0,0.9,1.4
8,Josiah Fulcher,UNA,SG,11,19.5,6.5,2.5,4.5,0.54,0.5,1.5,0.353,1.1,1.5,0.706,0.8,2.9,3.7,0.7,0.6,0.1,1.6,1.4
9,Nate McClure,MOYNE,SG,10,26.0,6.5,2.3,5.5,0.418,1.2,3.5,0.343,0.7,1.1,0.636,1.2,2.0,3.2,1.5,1.6,0.2,0.3,1.3
10,Joe Palmer,COLST,SG,10,17.7,6.5,2.1,4.9,0.429,1.4,3.6,0.389,0.9,1.2,0.75,1.0,2.7,3.7,0.6,0.6,0.4,0.7,2.1
11,Kam Summers,USNA,SG,8,17.3,6.5,1.8,3.8,0.467,1.4,2.4,0.579,1.6,2.0,0.813,0.5,1.9,2.4,0.4,0.4,0.0,0.9,2.1
12,Quinlan Bennett,WIU,SG,9,25.2,6.4,2.7,6.7,0.4,0.0,0.0,0.0,1.1,2.0,0.556,1.0,2.4,3.4,1.8,1.0,0.3,2.0,1.3
13,Trey Fort,MISST,SG,9,16.2,6.4,2.1,6.2,0.339,1.2,4.1,0.297,1.0,1.4,0.692,0.8,2.0,2.8,0.4,0.2,0.2,0.8,1.1
14,Caleb Murphy,DEP,SG,7,23.6,6.4,2.3,4.3,0.533,0.0,0.0,0.0,1.9,2.4,0.765,0.4,2.3,2.7,2.0,0.9,0.3,2.0,2.6
15,Emmanuel Innocenti,TARST,SG,10,27.2,6.4,2.2,5.2,0.423,0.4,1.8,0.222,1.6,1.9,0.842,1.4,4.7,6.1,1.5,1.4,0.3,2.4,2.4
16,"Corey Sawyer, Jr.",EIU,SG,10,16.8,6.4,2.2,5.1,0.431,1.0,2.3,0.435,1.0,1.2,0.833,0.3,1.6,1.9,1.6,0.6,0.0,1.2,2.1
17,Mason Madsen,BOS,SG,11,17.8,6.4,2.1,4.8,0.434,1.3,2.8,0.452,0.9,0.9,1.0,0.3,3.0,3.3,0.9,0.8,0.2,0.9,1.2
18,Enoch Kalambay,WKU,SG,11,19.0,6.4,2.5,4.9,0.519,0.0,0.5,0.0,1.3,2.1,0.609,0.9,3.2,4.1,1.5,0.3,0.1,1.2,2.0
